value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
red split lentils,1,1,1.827e-05,1.0,red split lentils
heaping 1 4 cup cilantro,1,1,1.827e-05,1.0,heaping 1 4 cup cilantro
firmly basil,1,1,1.827e-05,1.0,firmly basil
ml bottle champagne,1,1,1.827e-05,1.0,ml bottle champagne
bombay sapphire gin or other premium gin,1,1,1.827e-05,1.0,bombay sapphire gin or other premium gin
garlic 2,1,1,1.827e-05,1.0,garlic 2
box crisp fried tostadas,1,1,1.827e-05,1.0,box crisp fried tostadas
dry roasted sunflower seed kernels,1,1,1.827e-05,1.0,dry roasted sunflower seed kernels
sweet butter lettuce mix,1,1,1.827e-05,1.0,sweet butter lettuce mix
garlic pressed or,1,1,1.827e-05,1.0,garlic pressed or
semolina flour or polenta,1,1,1.827e-05,1.0,semolina flour or polenta
amaretto or apple juice,1,1,1.827e-05,1.0,amaretto or apple juice
peach vodka,1,1,1.827e-05,1.0,peach vodka
commercial coleslaw,1,1,1.827e-05,1.0,commercial coleslaw
bergamot,1,1,1.827e-05,1.0,bergamot
spelt flakes,1,1,1.827e-05,1.0,spelt flakes
nonstick olive oil cooking spray,1,1,1.827e-05,1.0,nonstick olive oil cooking spray
threads saffron,1,1,1.827e-05,1.0,threads saffron
red orange food color,1,1,1.827e-05,1.0,red orange food color
pods black cardamom,1,1,1.827e-05,1.0,pods black cardamom
rose water or kewra essence,1,1,1.827e-05,1.0,rose water or kewra essence
white basmati rice,1,1,1.827e-05,1.0,white basmati rice
extra cooking oil for frying,1,1,1.827e-05,1.0,extra cooking oil for frying
yee mein or e fu noodles,1,1,1.827e-05,1.0,yee mein or e fu noodles
water 1 tablespoon corn starch,1,1,1.827e-05,1.0,water 1 tablespoon corn starch
turkey broth or chicken stock,1,1,1.827e-05,1.0,turkey broth or chicken stock
loaf white bread,1,1,1.827e-05,1.0,loaf white bread
firmly golden brown sugar,1,1,1.827e-05,1.0,firmly golden brown sugar
jar of smoked oaxacan mole sauce,1,1,1.827e-05,1.0,jar of smoked oaxacan mole sauce
organic beef chuck,1,1,1.827e-05,1.0,organic beef chuck
tbs dutch process cocoa powder,1,1,1.827e-05,1.0,tbs dutch process cocoa powder
tbs cake flour,1,1,1.827e-05,1.0,tbs cake flour
tbs orange zest,1,1,1.827e-05,1.0,tbs orange zest
zest of an entire orange,1,1,1.827e-05,1.0,zest of an entire orange
a generous 12 cup of whole,1,1,1.827e-05,1.0,a generous 12 cup of whole
smoked tofu,1,1,1.827e-05,1.0,smoked tofu
baby corn pieces,1,1,1.827e-05,1.0,baby corn pieces
sesame seed oil,1,1,1.827e-05,1.0,sesame seed oil
shaoxing yellow wine,1,1,1.827e-05,1.0,shaoxing yellow wine
bag stir fried broccoli,1,1,1.827e-05,1.0,bag stir fried broccoli
warm tortillas or tortilla chips,1,1,1.827e-05,1.0,warm tortillas or tortilla chips
mexican chiles,1,1,1.827e-05,1.0,mexican chiles
bone in chicken drumsticks,1,1,1.827e-05,1.0,bone in chicken drumsticks
chicken broth or pork stock,1,1,1.827e-05,1.0,chicken broth or pork stock
broiler fryer chickens,1,1,1.827e-05,1.0,broiler fryer chickens
envelopes individual serving cream of chicken soup mix,1,1,1.827e-05,1.0,envelopes individual serving cream of chicken soup mix
envelopes italian salad dressing mix,1,1,1.827e-05,1.0,envelopes italian salad dressing mix
mini all beef hot dogs,1,1,1.827e-05,1.0,mini all beef hot dogs
kikkoman extra crispy tempura batter mix,1,1,1.827e-05,1.0,kikkoman extra crispy tempura batter mix
chopsticks,1,1,1.827e-05,1.0,chopsticks
creamy black bean spread,1,1,1.827e-05,1.0,creamy black bean spread
roast deli turkey breast,1,1,1.827e-05,1.0,roast deli turkey breast
calabrese peppers,1,1,1.827e-05,1.0,calabrese peppers
baby rainbow potatoes,1,1,1.827e-05,1.0,baby rainbow potatoes
a large handful of peas,1,1,1.827e-05,1.0,a large handful of peas
a good dollop of hoisin sauce,1,1,1.827e-05,1.0,a good dollop of hoisin sauce
family pack of rice,1,1,1.827e-05,1.0,family pack of rice
raw vegetables cabbage,1,1,1.827e-05,1.0,raw vegetables cabbage
a bit of oil,1,1,1.827e-05,1.0,a bit of oil
tbs dark soy sauce,1,1,1.827e-05,1.0,tbs dark soy sauce
knorr italian side creami garlic shell,1,1,1.827e-05,1.0,knorr italian side creami garlic shell
soppressata or other hard sausage,1,1,1.827e-05,1.0,soppressata or other hard sausage
packaged lemon pepper smoked trout fillets,1,1,1.827e-05,1.0,packaged lemon pepper smoked trout fillets
simply potatoes southwest style hash browns,1,1,1.827e-05,1.0,simply potatoes southwest style hash browns
marinara or pizza sauce with your favorite toppings,1,1,1.827e-05,1.0,marinara or pizza sauce with your favorite toppings
barbecue sauce with chicken,1,1,1.827e-05,1.0,barbecue sauce with chicken
pesto with thin tomato and mozzarella,1,1,1.827e-05,1.0,pesto with thin tomato and mozzarella
alfredo with sausage,1,1,1.827e-05,1.0,alfredo with sausage
thinly slicked small red onion,1,1,1.827e-05,1.0,thinly slicked small red onion
sodium reduced chicken broth,1,1,1.827e-05,1.0,sodium reduced chicken broth
geflugelleber,1,1,1.827e-05,1.0,geflugelleber
kleines marsala,1,1,1.827e-05,1.0,kleines marsala
stuck butter,1,1,1.827e-05,1.0,stuck butter
kleines geflugelfond,1,1,1.827e-05,1.0,kleines geflugelfond
einige salbei blattchen,1,1,1.827e-05,1.0,einige salbei blattchen
einige champignons,1,1,1.827e-05,1.0,einige champignons
etwas speck,1,1,1.827e-05,1.0,etwas speck
trans fat free piecrust,1,1,1.827e-05,1.0,trans fat free piecrust
plus 2 teaspoons brown sugar,1,1,1.827e-05,1.0,plus 2 teaspoons brown sugar
white cranberry juice cocktail,1,1,1.827e-05,1.0,white cranberry juice cocktail
qt club soda,1,1,1.827e-05,1.0,qt club soda
olive oil plus 2 tablespoons,1,1,1.827e-05,1.0,olive oil plus 2 tablespoons
baked blue corn chips,1,1,1.827e-05,1.0,baked blue corn chips
rosinen,1,1,1.827e-05,1.0,rosinen
coconut sambal,1,1,1.827e-05,1.0,coconut sambal
serving nonstick cooking spray,1,1,1.827e-05,1.0,serving nonstick cooking spray
1 1 2 pounds lean ground beef,1,1,1.827e-05,1.0,1 1 2 pounds lean ground beef
2 tablespoons brown sugar,1,1,1.827e-05,1.0,2 tablespoons brown sugar
2 eggs,1,1,1.827e-05,1.0,2 eggs
1 tablespoon basil,1,1,1.827e-05,1.0,1 tablespoon basil
1 1 2 teaspoons salt,1,1,1.827e-05,1.0,1 1 2 teaspoons salt
2 tablespoons parsley,1,1,1.827e-05,1.0,2 tablespoons parsley
1 onion,1,1,1.827e-05,1.0,1 onion
12 dry lasagna noodles,1,1,1.827e-05,1.0,12 dry lasagna noodles
green olives italian style,1,1,1.827e-05,1.0,green olives italian style
pound eggplants,1,1,1.827e-05,1.0,pound eggplants
plain couscous,1,1,1.827e-05,1.0,plain couscous
branch of sweet basil,1,1,1.827e-05,1.0,branch of sweet basil
eggplant bulbs,1,1,1.827e-05,1.0,eggplant bulbs
handful of green string beans,1,1,1.827e-05,1.0,handful of green string beans
baby eggplant bulbs,1,1,1.827e-05,1.0,baby eggplant bulbs
very large green,1,1,1.827e-05,1.0,very large green
gorton s classic grilled salmon fillets,1,1,1.827e-05,1.0,gorton s classic grilled salmon fillets
white or shoepeg corn,1,1,1.827e-05,1.0,white or shoepeg corn
from a can of chipotle in adobo sauce,1,1,1.827e-05,1.0,from a can of chipotle in adobo sauce
chipotle chile pepper,1,1,1.827e-05,1.0,chipotle chile pepper
jar turkey brine,1,1,1.827e-05,1.0,jar turkey brine
jarred pitted sour cherries,1,1,1.827e-05,1.0,jarred pitted sour cherries
tbs kirsch or brandy,1,1,1.827e-05,1.0,tbs kirsch or brandy
glas sauce nach wahl,1,1,1.827e-05,1.0,glas sauce nach wahl
paket nacho nach wahl,1,1,1.827e-05,1.0,paket nacho nach wahl
etwas tomatenmark,1,1,1.827e-05,1.0,etwas tomatenmark
curry powder salt and pepper for sprinkling over squash,1,1,1.827e-05,1.0,curry powder salt and pepper for sprinkling over squash
loose leaf tea,1,1,1.827e-05,1.0,loose leaf tea
rabbit or chicken,1,1,1.827e-05,1.0,rabbit or chicken
cornbread crackers,1,1,1.827e-05,1.0,cornbread crackers
inches zucchini,1,1,1.827e-05,1.0,inches zucchini
red chilly powder 1 tsp,1,1,1.827e-05,1.0,red chilly powder 1 tsp
amchur powder 1 2 tsp,1,1,1.827e-05,1.0,amchur powder 1 2 tsp
curd yogurt 2 tsp,1,1,1.827e-05,1.0,curd yogurt 2 tsp
shahi jeera 1 2 tsp,1,1,1.827e-05,1.0,shahi jeera 1 2 tsp
whole spices cardamon,1,1,1.827e-05,1.0,whole spices cardamon
pepper powder 1 2 tsp,1,1,1.827e-05,1.0,pepper powder 1 2 tsp
chicken 1 2 kg,1,1,1.827e-05,1.0,chicken 1 2 kg
lavender stems,1,1,1.827e-05,1.0,lavender stems
lavender leaves,1,1,1.827e-05,1.0,lavender leaves
coarse or granulated sugar for sprinkling on top,1,1,1.827e-05,1.0,coarse or granulated sugar for sprinkling on top
egg wash 1 egg and 1 big pinch of salt,1,1,1.827e-05,1.0,egg wash 1 egg and 1 big pinch of salt
seeds of 1 vanilla bean or zest of 1 lemon,1,1,1.827e-05,1.0,seeds of 1 vanilla bean or zest of 1 lemon
ounce cans chickpeas,1,1,1.827e-05,1.0,ounce cans chickpeas
kartoffelmehl,1,1,1.827e-05,1.0,kartoffelmehl
el maisgrie,1,1,1.827e-05,1.0,el maisgrie
conimex woksaus teriyaki honing,1,1,1.827e-05,1.0,conimex woksaus teriyaki honing
cherry or grape tomatoes or 1 can of tomatoes,1,1,1.827e-05,1.0,cherry or grape tomatoes or 1 can of tomatoes
wasabe,1,1,1.827e-05,1.0,wasabe
crusty whole grain bread,1,1,1.827e-05,1.0,crusty whole grain bread
pints premium coffee ice cream,1,1,1.827e-05,1.0,pints premium coffee ice cream
toasted whole almonds,1,1,1.827e-05,1.0,toasted whole almonds
about 28 chocolate graham cracker squares or 60 chocolate wafer cookies,1,1,1.827e-05,1.0,about 28 chocolate graham cracker squares or 60 chocolate wafer cookies
garnishes dill,1,1,1.827e-05,1.0,garnishes dill
whole oregano leaves plus 3 tablespoons,1,1,1.827e-05,1.0,whole oregano leaves plus 3 tablespoons
wild salmon fillet with skin,1,1,1.827e-05,1.0,wild salmon fillet with skin
or pasta of your choice,1,1,1.827e-05,1.0,or pasta of your choice
7oz black gram lentils,1,1,1.827e-05,1.0,7oz black gram lentils
16fl oz sunflower oil,1,1,1.827e-05,1.0,16fl oz sunflower oil
7oz yellow lentils,1,1,1.827e-05,1.0,7oz yellow lentils
olive oil 2 teaspoons,1,1,1.827e-05,1.0,olive oil 2 teaspoons
spice islands fine grind sea salt,1,1,1.827e-05,1.0,spice islands fine grind sea salt
basic pot of peas,1,1,1.827e-05,1.0,basic pot of peas
tbs beef demi glace,1,1,1.827e-05,1.0,tbs beef demi glace
rib eye or shell steaks,1,1,1.827e-05,1.0,rib eye or shell steaks
quart hot vegetable stock,1,1,1.827e-05,1.0,quart hot vegetable stock
few roasted whole cashews,1,1,1.827e-05,1.0,few roasted whole cashews
whole urad dal,1,1,1.827e-05,1.0,whole urad dal
juice from 1 small lime,1,1,1.827e-05,1.0,juice from 1 small lime
tuten trockenhefe,1,1,1.827e-05,1.0,tuten trockenhefe
stiele frischer oregano,1,1,1.827e-05,1.0,stiele frischer oregano
tl pizzagewurz italienisch,1,1,1.827e-05,1.0,tl pizzagewurz italienisch
fett und mehl fur das backblech,1,1,1.827e-05,1.0,fett und mehl fur das backblech
ounce veal rib chops,1,1,1.827e-05,1.0,ounce veal rib chops
inch long rosemary sprig,1,1,1.827e-05,1.0,inch long rosemary sprig
spirited cranberry apricot sauce,1,1,1.827e-05,1.0,spirited cranberry apricot sauce
pot roast recipe,1,1,1.827e-05,1.0,pot roast recipe
mexican style hot tomato sauce,1,1,1.827e-05,1.0,mexican style hot tomato sauce
flour tortillas or corn tortillas,1,1,1.827e-05,1.0,flour tortillas or corn tortillas
branches coriander,1,1,1.827e-05,1.0,branches coriander
jam or syrup,1,1,1.827e-05,1.0,jam or syrup
hard butter,1,1,1.827e-05,1.0,hard butter
vietnamese dipping sauce recipe,1,1,1.827e-05,1.0,vietnamese dipping sauce recipe
very thinly granny smith apple,1,1,1.827e-05,1.0,very thinly granny smith apple
pie crust sheet,1,1,1.827e-05,1.0,pie crust sheet
parsley or thyme,1,1,1.827e-05,1.0,parsley or thyme
06 ounce peppermint patties,1,1,1.827e-05,1.0,06 ounce peppermint patties
tangy barbecue sauce,1,1,1.827e-05,1.0,tangy barbecue sauce
jar medium salsa,1,1,1.827e-05,1.0,jar medium salsa
whole kettle corn,1,1,1.827e-05,1.0,whole kettle corn
turkey beef,1,1,1.827e-05,1.0,turkey beef
red fermented bean curd,1,1,1.827e-05,1.0,red fermented bean curd
serve over basmati rice,1,1,1.827e-05,1.0,serve over basmati rice
about 12 arugula leaves,1,1,1.827e-05,1.0,about 12 arugula leaves
olive bread,1,1,1.827e-05,1.0,olive bread
approx 3 cups of your desired filling choice whipped cream,1,1,1.827e-05,1.0,approx 3 cups of your desired filling choice whipped cream
my gf rice flour blend,1,1,1.827e-05,1.0,my gf rice flour blend
smoked mozzarella with artichoke and garlic chicken sausages,1,1,1.827e-05,1.0,smoked mozzarella with artichoke and garlic chicken sausages
pearled or semi pearled farro,1,1,1.827e-05,1.0,pearled or semi pearled farro
freshly ground lack pepper,1,1,1.827e-05,1.0,freshly ground lack pepper
all purpose potatoes or sweet potatoes or yams,1,1,1.827e-05,1.0,all purpose potatoes or sweet potatoes or yams
cupcountry crock calcium plus vitamin d,1,1,1.827e-05,1.0,cupcountry crock calcium plus vitamin d
picked roast turkey meat per tortilla,1,1,1.827e-05,1.0,picked roast turkey meat per tortilla
or mole poblano per tortilla,1,1,1.827e-05,1.0,or mole poblano per tortilla
mexican style crema per tortilla,1,1,1.827e-05,1.0,mexican style crema per tortilla
blue or yellow corn tortilla chips,1,1,1.827e-05,1.0,blue or yellow corn tortilla chips
mexican beer or water,1,1,1.827e-05,1.0,mexican beer or water
sprouted almonds,1,1,1.827e-05,1.0,sprouted almonds
table sugar,1,1,1.827e-05,1.0,table sugar
mushroom bouillon,1,1,1.827e-05,1.0,mushroom bouillon
clam juice or broth,1,1,1.827e-05,1.0,clam juice or broth
blackberry preserves,1,1,1.827e-05,1.0,blackberry preserves
evtl petersilie zum garnieren,1,1,1.827e-05,1.0,evtl petersilie zum garnieren
lipton cup size tea bags or 2 lipton family size tea bags,1,1,1.827e-05,1.0,lipton cup size tea bags or 2 lipton family size tea bags
coarse ground masa,1,1,1.827e-05,1.0,coarse ground masa
banana leaves for wrapping,1,1,1.827e-05,1.0,banana leaves for wrapping
mole negro,1,1,1.827e-05,1.0,mole negro
turkey drumsticks or 1 thigh and drumstick,1,1,1.827e-05,1.0,turkey drumsticks or 1 thigh and drumstick
pck vanillezucker,1,1,1.827e-05,1.0,pck vanillezucker
n b orangenblutenwasser,1,1,1.827e-05,1.0,n b orangenblutenwasser
fett fur die formchen,1,1,1.827e-05,1.0,fett fur die formchen
pitted oil black olives,1,1,1.827e-05,1.0,pitted oil black olives
cold strong brewed coffee,1,1,1.827e-05,1.0,cold strong brewed coffee
cake style ladyfingers,1,1,1.827e-05,1.0,cake style ladyfingers
vegetable mix,1,1,1.827e-05,1.0,vegetable mix
gr bologna,1,1,1.827e-05,1.0,gr bologna
grilled or roasted hatch chiles,1,1,1.827e-05,1.0,grilled or roasted hatch chiles
garnish tomatoes,1,1,1.827e-05,1.0,garnish tomatoes
hot turkey italian sausage links,1,1,1.827e-05,1.0,hot turkey italian sausage links
salt free herb seasoning blend,1,1,1.827e-05,1.0,salt free herb seasoning blend
pureed sweet potatoes,1,1,1.827e-05,1.0,pureed sweet potatoes
lasagna noodles or packaged precooked lasagna noodles,1,1,1.827e-05,1.0,lasagna noodles or packaged precooked lasagna noodles
parmesan and basil for topping,1,1,1.827e-05,1.0,parmesan and basil for topping
smoked haddock,1,1,1.827e-05,1.0,smoked haddock
celery and carrot sticks,1,1,1.827e-05,1.0,celery and carrot sticks
soybeans,1,1,1.827e-05,1.0,soybeans
black pepper corns 5,1,1,1.827e-05,1.0,black pepper corns 5
cumin seeds and coriander seeds 1 teaspoon each,1,1,1.827e-05,1.0,cumin seeds and coriander seeds 1 teaspoon each
for dry punjabi chole masala powder,1,1,1.827e-05,1.0,for dry punjabi chole masala powder
cinnamon stick a small pieces,1,1,1.827e-05,1.0,cinnamon stick a small pieces
chana chick peas 2 cups soaked overnight,1,1,1.827e-05,1.0,chana chick peas 2 cups soaked overnight
red chili powder 1 2 spoon,1,1,1.827e-05,1.0,red chili powder 1 2 spoon
tomatoes 2 grind to paste,1,1,1.827e-05,1.0,tomatoes 2 grind to paste
corinader leaves 2 table spoon for garnishing,1,1,1.827e-05,1.0,corinader leaves 2 table spoon for garnishing
ginger garlic paste 1 table spoon,1,1,1.827e-05,1.0,ginger garlic paste 1 table spoon
teabags 2 tea powder 1 teaspoon,1,1,1.827e-05,1.0,teabags 2 tea powder 1 teaspoon
turmeric powder 1 4 teaspoon,1,1,1.827e-05,1.0,turmeric powder 1 4 teaspoon
chicken 4 lb,1,1,1.827e-05,1.0,chicken 4 lb
kaffir lime leaves 4 2,1,1,1.827e-05,1.0,kaffir lime leaves 4 2
coriander powder 1 and 1 2 tsp,1,1,1.827e-05,1.0,coriander powder 1 and 1 2 tsp
cumin powder 1 and 1 2 tsp,1,1,1.827e-05,1.0,cumin powder 1 and 1 2 tsp
high fiber or low carb rigatoni pasta,1,1,1.827e-05,1.0,high fiber or low carb rigatoni pasta
smashed garlic,1,1,1.827e-05,1.0,smashed garlic
firmly bibb lettuce leaves,1,1,1.827e-05,1.0,firmly bibb lettuce leaves
wide rice stick noodles,1,1,1.827e-05,1.0,wide rice stick noodles
tbs cocoa powder,1,1,1.827e-05,1.0,tbs cocoa powder
espresso dissolve,1,1,1.827e-05,1.0,espresso dissolve
about 40 ladyfinger cookies soak 2 seconds,1,1,1.827e-05,1.0,about 40 ladyfinger cookies soak 2 seconds
heavy cream whip to soft peaks,1,1,1.827e-05,1.0,heavy cream whip to soft peaks
toasted sweetened coconut,1,1,1.827e-05,1.0,toasted sweetened coconut
untoasted sweetened coconut,1,1,1.827e-05,1.0,untoasted sweetened coconut
loaf challah,1,1,1.827e-05,1.0,loaf challah
italian seasoned ground turkey sausage,1,1,1.827e-05,1.0,italian seasoned ground turkey sausage
mixed baby greens such as kale,1,1,1.827e-05,1.0,mixed baby greens such as kale
whipped honey,1,1,1.827e-05,1.0,whipped honey
about 3 cups of your favorite tomato sauce,1,1,1.827e-05,1.0,about 3 cups of your favorite tomato sauce
french rolls or 3 italian breads,1,1,1.827e-05,1.0,french rolls or 3 italian breads
forbidden black rice,1,1,1.827e-05,1.0,forbidden black rice
poached chicken breast,1,1,1.827e-05,1.0,poached chicken breast
persian cucumbers,1,1,1.827e-05,1.0,persian cucumbers
scheiben du darfst goudakase,1,1,1.827e-05,1.0,scheiben du darfst goudakase
du darfst frischkase mit krautern,1,1,1.827e-05,1.0,du darfst frischkase mit krautern
huttenkase,1,1,1.827e-05,1.0,huttenkase
el fettarme milch,1,1,1.827e-05,1.0,el fettarme milch
packung passierte tomaten,1,1,1.827e-05,1.0,packung passierte tomaten
bottle riesling or other slightly sweet white wine,1,1,1.827e-05,1.0,bottle riesling or other slightly sweet white wine
cored firm bartlett pears,1,1,1.827e-05,1.0,cored firm bartlett pears
golden california raisins,1,1,1.827e-05,1.0,golden california raisins
breading 1 cup flour,1,1,1.827e-05,1.0,breading 1 cup flour
short grained rice,1,1,1.827e-05,1.0,short grained rice
filling 12 oz mozzarella,1,1,1.827e-05,1.0,filling 12 oz mozzarella
meat ragu of excess liquid,1,1,1.827e-05,1.0,meat ragu of excess liquid
ragu 1 lb beef top round roast,1,1,1.827e-05,1.0,ragu 1 lb beef top round roast
rice 7 cups chicken broth,1,1,1.827e-05,1.0,rice 7 cups chicken broth
toasted bread,1,1,1.827e-05,1.0,toasted bread
duck stock,1,1,1.827e-05,1.0,duck stock
duck meat,1,1,1.827e-05,1.0,duck meat
shrimp small uncook,1,1,1.827e-05,1.0,shrimp small uncook
spiced walnuts,1,1,1.827e-05,1.0,spiced walnuts
white house honey apple cider vinaigrette,1,1,1.827e-05,1.0,white house honey apple cider vinaigrette
and canned black eyed peas,1,1,1.827e-05,1.0,and canned black eyed peas
brill,1,1,1.827e-05,1.0,brill
generous teaspoon currants,1,1,1.827e-05,1.0,generous teaspoon currants
plus 3 4 cup butter,1,1,1.827e-05,1.0,plus 3 4 cup butter
splash of cognac,1,1,1.827e-05,1.0,splash of cognac
canned beef consume,1,1,1.827e-05,1.0,canned beef consume
sweet onions or a combination of sweet and red onions,1,1,1.827e-05,1.0,sweet onions or a combination of sweet and red onions
