left,right,support_left,support_right,cooccurrence,p_right_given_left,p_left_given_right,jaccard,lift
egg yolks,sweet onion,1025,594,2,0.00195122,0.003367,0.00123686,0.19889956
egg yolks,white vinegar,1025,557,2,0.00195122,0.00359066,0.00126582,0.21211192
eggplant,french bread,551,600,2,0.00362976,0.00333333,0.00174064,0.36630369
eggplant,lettuce,551,611,2,0.00362976,0.00327332,0.00172414,0.35970902
eggplant,onion powder,551,1028,2,0.00362976,0.00194553,0.00126823,0.21379593
fennel seeds,ketchup,571,858,2,0.00350263,0.002331,0.00140154,0.24718422
fennel seeds,lemon zest,571,808,2,0.00350263,0.00247525,0.00145243,0.26248028
fennel seeds,light soy sauce,571,784,2,0.00350263,0.00255102,0.0014782,0.27051539
fennel seeds,mayonnaise,571,1751,2,0.00350263,0.0011422,0.00086207,0.12112168
fennel seeds,plain greek yogurt,571,1166,2,0.00350263,0.00171527,0.00115274,0.18189028
fennel seeds,rice vinegar,571,2142,2,0.00350263,0.00093371,0.00073774,0.09901217
fennel seeds,sour cream,571,2201,2,0.00350263,0.00090868,0.00072202,0.09635805
fennel seeds,worcestershire sauce,571,1109,2,0.00350263,0.00180343,0.0011919,0.19123901
fish sauce,french bread,2182,600,2,0.00091659,0.00333333,0.00071942,0.09249924
fish sauce,greek yogurt,2182,1697,2,0.00091659,0.00117855,0.00051586,0.0327045
fish sauce,oregano,2182,4074,2,0.00091659,0.00049092,0.0003198,0.01362286
fish sauce,plain yogurt,2182,560,2,0.00091659,0.00357143,0.00072993,0.09910632
fish sauce,thyme,2182,2373,2,0.00091659,0.00084282,0.00043927,0.02338792
fish sauce,whole milk,2182,1012,2,0.00091659,0.00197628,0.00062657,0.05484144
flat leaf parsley,garam masala,1635,2179,2,0.00122324,0.00091785,0.00052466,0.03399141
flat leaf parsley,ground ginger,1635,890,2,0.00122324,0.00224719,0.00079271,0.08322166
flat leaf parsley,low sodium soy sauce,1635,730,2,0.00122324,0.00273973,0.00084638,0.10146203
flat leaf parsley,mustard seeds,1635,583,2,0.00122324,0.00343053,0.00090253,0.12704507
flat leaf parsley,salsa,1635,1352,2,0.00122324,0.00147929,0.00067002,0.05478349
flat leaf parsley,spring onions,1635,752,2,0.00122324,0.00265957,0.00083857,0.09849372
flour tortillas,granulated sugar,1044,1732,2,0.00191571,0.00115473,0.00072098,0.06697238
flour tortillas,ground turmeric,1044,1864,2,0.00191571,0.00107296,0.00068823,0.0622297
flour tortillas,pasta,1044,2765,2,0.00191571,0.00072333,0.00052535,0.0419516
flour tortillas,peas,1044,961,2,0.00191571,0.00208117,0.0009985,0.12070361
flour tortillas,rosemary,1044,1055,2,0.00191571,0.00189573,0.00095374,0.10994897
flour tortillas,sweet potatoes,1044,659,2,0.00191571,0.0030349,0.00117578,0.17601847
flour tortillas,thyme leaves,1044,527,2,0.00191571,0.00379507,0.0012747,0.22010658
flour tortillas,white vinegar,1044,557,2,0.00191571,0.00359066,0.00125078,0.20825165
flour tortillas,yoghurt,1044,506,2,0.00191571,0.00395257,0.00129199,0.22924144
french bread,jalapeno chilies,600,1861,2,0.00333333,0.00107469,0.00081334,0.10845424
french bread,lettuce,600,611,2,0.00333333,0.00327332,0.00165426,0.33033279
french bread,lime juice,600,3816,2,0.00333333,0.00052411,0.0004531,0.05289133
french bread,panko breadcrumbs,600,2274,2,0.00333333,0.00087951,0.00069638,0.08875696
french bread,rice vinegar,600,2142,2,0.00333333,0.00093371,0.00072993,0.09422658
french bread,sour cream,600,2201,2,0.00333333,0.00090868,0.00071454,0.09170074
french bread,spanish onion,600,603,2,0.00333333,0.00331675,0.00166528,0.33471531
french bread,white vinegar,600,557,2,0.00333333,0.00359066,0.0017316,0.36235787
garam masala,oregano,2179,4074,2,0.00091785,0.00049092,0.00031995,0.01364162
garam masala,red wine vinegar,2179,1419,2,0.00091785,0.00140944,0.00055617,0.03916558
garam masala,spanish onion,2179,603,2,0.00091785,0.00331675,0.00071942,0.09216576
garam masala,white wine,2179,609,2,0.00091785,0.00328407,0.00071788,0.09125772
garlic paste,granulated sugar,543,1732,2,0.00368324,0.00115473,0.00087989,0.12876458
garlic paste,italian seasoning,543,1134,2,0.00368324,0.00176367,0.00119403,0.19666689
garlic paste,lime wedges,543,882,2,0.00368324,0.00226757,0.00140548,0.25285744
garlic paste,maple syrup,543,776,2,0.00368324,0.00257732,0.0015186,0.28739724
garlic paste,oyster sauce,543,891,2,0.00368324,0.00224467,0.00139665,0.25030332
garlic paste,pasta,543,2765,2,0.00368324,0.00072333,0.00060496,0.08065832
garlic paste,peanut oil,543,930,2,0.00368324,0.00215054,0.00135962,0.23980673
garlic paste,plain greek yogurt,543,1166,2,0.00368324,0.00171527,0.00117165,0.19126952
garlic paste,plum tomatoes,543,701,2,0.00368324,0.00285307,0.00161031,0.31814587
garlic paste,rosemary,543,1055,2,0.00368324,0.00189573,0.00125313,0.21139361
garlic paste,smoked paprika,543,961,2,0.00368324,0.00208117,0.00133156,0.23207103
garlic paste,zucchini,543,1537,2,0.00368324,0.00130124,0.00096246,0.14510101
garlic powder,vanilla extract,2686,2397,2,0.0007446,0.00083438,0.00039362,0.01880919
ghee,green bell pepper,559,1301,2,0.00357782,0.00153728,0.00107643,0.16651564
ghee,lemon zest,559,808,2,0.00357782,0.00247525,0.0014652,0.26811492
ghee,mayonnaise,559,1751,2,0.00357782,0.0011422,0.00086655,0.12372179
ghee,pork,559,1109,2,0.00357782,0.00180343,0.00120048,0.19534432
ghee,sweet onion,559,594,2,0.00357782,0.003367,0.00173762,0.3647085
ginger,italian seasoning,7018,1134,2,0.00028498,0.00176367,0.0002454,0.0152166
ginger root,lettuce,608,611,2,0.00328947,0.00327332,0.00164339,0.3259863
ginger root,plum tomatoes,608,701,2,0.00328947,0.00285307,0.00153022,0.28413357
ginger root,strawberry,608,603,2,0.00328947,0.00331675,0.00165426,0.33031116
ginger root,white wine,608,609,2,0.00328947,0.00328407,0.00164609,0.32705687
granulated sugar,salsa,1732,1352,2,0.00115473,0.00147929,0.00064893,0.05171536
greek yogurt,sesame oil,1697,2978,2,0.00117855,0.00067159,0.00042799,0.0239628
green beans,ground nutmeg,781,631,2,0.00256082,0.00316957,0.00141844,0.24573315
green beans,salsa,781,1352,2,0.00256082,0.00147929,0.00093853,0.11468759
green beans,yoghurt,781,506,2,0.00256082,0.00395257,0.00155642,0.30643798
green bell pepper,mirin,1301,1013,2,0.00153728,0.00197433,0.00086505,0.0918877
green bell pepper,orange,1301,476,2,0.00153728,0.00420168,0.00112676,0.19555093
green bell pepper,pecans,1301,534,2,0.00153728,0.00374532,0.00109111,0.17431132
green bell pepper,sake,1301,668,2,0.00153728,0.00299401,0.00101678,0.13934468
green bell pepper,whole milk,1301,1012,2,0.00153728,0.00197628,0.00086543,0.0919785
green chilies,hoisin sauce,1520,705,2,0.00131579,0.00283688,0.00089969,0.11300859
green chilies,lemon zest,1520,808,2,0.00131579,0.00247525,0.00085985,0.09860279
green chilies,light brown sugar,1520,751,2,0.00131579,0.00266312,0.00088145,0.10608662
green chilies,maple syrup,1520,776,2,0.00131579,0.00257732,0.00087184,0.10266888
green chilies,mirin,1520,1013,2,0.00131579,0.00197433,0.0007902,0.07864862
green chilies,romaine lettuce,1520,589,2,0.00131579,0.00339559,0.00094922,0.13526495
green onion,vanilla extract,8103,2397,2,0.00024682,0.00083438,0.00019051,0.00623491
green pepper,ground red pepper,546,539,2,0.003663,0.00371058,0.00184672,0.41149327
green pepper,lemon zest,546,808,2,0.003663,0.00247525,0.00147929,0.2744986
green pepper,mustard seeds,546,583,2,0.003663,0.00343053,0.00177462,0.38043717
green pepper,plain greek yogurt,546,1166,2,0.003663,0.00171527,0.00116959,0.19021859
green pepper,thyme leaves,546,527,2,0.003663,0.00379507,0.00186741,0.42086313
green pepper,white sugar,546,894,2,0.003663,0.00223714,0.00139082,0.2480927
ground cinnamon,hoisin sauce,1606,705,2,0.00124533,0.00283688,0.00086618,0.10695707
ground cinnamon,mushroom,1606,1247,2,0.00124533,0.00160385,0.00070151,0.06046891
ground cinnamon,rice vinegar,1606,2142,2,0.00124533,0.00093371,0.0005339,0.03520296
ground cinnamon,spring onions,1606,752,2,0.00124533,0.00265957,0.0008489,0.10027225
ground cinnamon,toasted sesame oil,1606,610,2,0.00124533,0.00327869,0.00090334,0.12361432
ground coriander,hoisin sauce,1319,705,2,0.0015163,0.00283688,0.00098912,0.13022976
ground coriander,light soy sauce,1319,784,2,0.0015163,0.00255102,0.00095193,0.11710712
ground coriander,orange,1319,476,2,0.0015163,0.00420168,0.00111545,0.19288231
ground coriander,vanilla extract,1319,2397,2,0.0015163,0.00083438,0.0005385,0.03830287
ground cumin,pecans,4111,534,2,0.0004865,0.00374532,0.00043076,0.05516396
ground cumin,sake,4111,668,2,0.0004865,0.00299401,0.00041867,0.04409813
ground cumin,strawberry,4111,603,2,0.0004865,0.00331675,0.00042445,0.04885166
ground cumin,toasted sesame oil,4111,610,2,0.0004865,0.00327869,0.00042382,0.04829107
ground ginger,roma tomatoes,890,594,2,0.00224719,0.003367,0.00134953,0.22906972
ground nutmeg,mint leaves,631,550,2,0.00316957,0.00363636,0.00169635,0.34894107
ground nutmeg,plum tomatoes,631,701,2,0.00316957,0.00285307,0.00150376,0.27377688
ground nutmeg,red wine vinegar,631,1419,2,0.00316957,0.00140944,0.00097656,0.13524848
ground nutmeg,roma tomatoes,631,594,2,0.00316957,0.003367,0.00163532,0.32309359
ground nutmeg,sauce,631,558,2,0.00316957,0.00358423,0.00168492,0.34393834
ground nutmeg,sesame seeds,631,997,2,0.00316957,0.00200602,0.00123001,0.19249508
ground nutmeg,shrimp,631,1739,2,0.00316957,0.00115009,0.00084459,0.11036089
ground nutmeg,sriracha,631,929,2,0.00316957,0.00215285,0.0012837,0.20658514
ground nutmeg,vegetable broth,631,631,2,0.00316957,0.00316957,0.0015873,0.30414832
ground red pepper,heavy cream,539,1729,2,0.00371058,0.00115674,0.00088261,0.12994524
ground red pepper,lemon zest,539,808,2,0.00371058,0.00247525,0.00148699,0.27806352
ground red pepper,light soy sauce,539,784,2,0.00371058,0.00255102,0.001514,0.28657567
ground red pepper,mirin,539,1013,2,0.00371058,0.00197433,0.00129032,0.22179203
ground red pepper,nutmeg,539,649,2,0.00371058,0.00308166,0.00168634,0.34618694
ground red pepper,peanuts,539,1024,2,0.00371058,0.00195312,0.00128123,0.2194095
ground red pepper,sauce,539,558,2,0.00371058,0.00358423,0.00182648,0.40264395
ground red pepper,turmeric,539,1222,2,0.00371058,0.00163666,0.00113701,0.18385869
ground turmeric,panko breadcrumbs,1864,2274,2,0.00107296,0.00087951,0.00048356,0.02856984
ground turmeric,rosemary,1864,1055,2,0.00107296,0.00189573,0.00068564,0.06158086
ground turmeric,shaoxing wine,1864,632,2,0.00107296,0.00316456,0.00080192,0.10279717
ground turmeric,white wine,1864,609,2,0.00107296,0.00328407,0.00080939,0.10667949
hoisin sauce,lemon zest,705,808,2,0.00283688,0.00247525,0.00132363,0.21259041
hoisin sauce,oregano,705,4074,2,0.00283688,0.00049092,0.00041867,0.04216324
hoisin sauce,potato,705,1260,2,0.00283688,0.0015873,0.00101885,0.13632782
hoisin sauce,romaine lettuce,705,589,2,0.00283688,0.00339559,0.00154799,0.29163506
hoisin sauce,sweet onion,705,594,2,0.00283688,0.003367,0.00154202,0.28918022
hot sauce,mint leaves,739,550,2,0.00270636,0.00363636,0.001554,0.29794563
hot sauce,nutmeg,739,649,2,0.00270636,0.00308166,0.001443,0.25249629
hot sauce,red chili peppers,739,1212,2,0.00270636,0.00165017,0.00102617,0.13520635
italian seasoning,jalapeno chilies,1134,1861,2,0.00176367,0.00107469,0.00066823,0.05738319
italian seasoning,light brown sugar,1134,751,2,0.00176367,0.00266312,0.00106213,0.14219723
italian seasoning,lime,1134,3146,2,0.00176367,0.00063573,0.00046751,0.03394473
italian seasoning,sesame seeds,1134,997,2,0.00176367,0.00200602,0.00093941,0.10711146
italian seasoning,sriracha,1134,929,2,0.00176367,0.00215285,0.0009704,0.11495169
jalapeno chilies,light soy sauce,1861,784,2,0.00107469,0.00255102,0.00075672,0.08300069
jalapeno chilies,maple syrup,1861,776,2,0.00107469,0.00257732,0.00075901,0.08385637
jalapeno chilies,shaoxing wine,1861,632,2,0.00107469,0.00316456,0.00080289,0.10296288
jalapeno chilies,white wine,1861,609,2,0.00107469,0.00328407,0.00081037,0.10685146
ketchup,lemongrass,858,645,2,0.002331,0.00310078,0.00133245,0.2188251
ketchup,low sodium chicken broth,858,654,2,0.002331,0.0030581,0.0013245,0.21581375
ketchup,nutmeg,858,649,2,0.002331,0.00308166,0.0013289,0.21747641
ketchup,orange,858,476,2,0.002331,0.00420168,0.0015015,0.29651721
ketchup,plum tomatoes,858,701,2,0.002331,0.00285307,0.00128452,0.20134407
ketchup,thyme leaves,858,527,2,0.002331,0.00379507,0.00144613,0.26782199
ketchup,walnuts,858,495,2,0.002331,0.0040404,0.00148038,0.28513574
lemon zest,light soy sauce,808,784,2,0.00247525,0.00255102,0.00125786,0.19116867
lemon zest,mango,808,531,2,0.00247525,0.00376648,0.00149589,0.2822528
lemon zest,salsa,808,1352,2,0.00247525,0.00147929,0.00092678,0.11085521
lemon zest,shaoxing wine,808,632,2,0.00247525,0.00316456,0.00139082,0.23714595
lemongrass,mustard seeds,645,583,2,0.00310078,0.00343053,0.00163132,0.32204449
lemongrass,onion powder,645,1028,2,0.00310078,0.00194553,0.00119689,0.18263807
lemongrass,plum tomatoes,645,701,2,0.00310078,0.00285307,0.0014881,0.26783443
lemongrass,red wine vinegar,645,1419,2,0.00310078,0.00140944,0.00096993,0.13231285
lemongrass,romaine lettuce,645,589,2,0.00310078,0.00339559,0.00162338,0.3187639
lemongrass,thyme,645,2373,2,0.00310078,0.00084282,0.00066313,0.07912008
lemongrass,white vinegar,645,557,2,0.00310078,0.00359066,0.00166667,0.33707709
lemongrass,yoghurt,645,506,2,0.00310078,0.00395257,0.00174064,0.37105126
lettuce,light brown sugar,611,751,2,0.00327332,0.00266312,0.00147059,0.26391434
lettuce,low sodium chicken broth,611,654,2,0.00327332,0.0030581,0.00158353,0.3030576
lettuce,pasta,611,2765,2,0.00327332,0.00072333,0.00059277,0.07168162
lettuce,romaine lettuce,611,589,2,0.00327332,0.00339559,0.00166945,0.33650199
lettuce,sake,611,668,2,0.00327332,0.00299401,0.00156617,0.2967061
lettuce,toasted sesame oil,611,610,2,0.00327332,0.00327869,0.00164069,0.3249175
light brown sugar,potato,751,1260,2,0.00266312,0.0015873,0.00099552,0.12797751
light brown sugar,quinoa,751,610,2,0.00266312,0.00327869,0.00147167,0.26434699
light brown sugar,thyme leaves,751,527,2,0.00266312,0.00379507,0.0015674,0.30598039
light brown sugar,turmeric,751,1222,2,0.00266312,0.00163666,0.00101471,0.13195717
light brown sugar,vegetable broth,751,631,2,0.00266312,0.00316957,0.00144928,0.25554939
light soy sauce,low sodium soy sauce,784,730,2,0.00255102,0.00273973,0.00132275,0.21159491
light soy sauce,mint leaves,784,550,2,0.00255102,0.00363636,0.0015015,0.28084416
light soy sauce,thyme,784,2373,2,0.00255102,0.00084282,0.00063391,0.06509241
light soy sauce,turmeric,784,1222,2,0.00255102,0.00163666,0.000998,0.12640285
light soy sauce,vegetable broth,784,631,2,0.00255102,0.00316957,0.00141543,0.24479285
lime,vanilla,3146,1041,2,0.00063573,0.00192123,0.0004779,0.03697726
lime juice,thyme leaves,3816,527,2,0.00052411,0.00379507,0.00046072,0.06021784
lime wedges,plain greek yogurt,882,1166,2,0.00226757,0.00171527,0.00097752,0.11775436
lime wedges,sake,882,668,2,0.00226757,0.00299401,0.00129199,0.2055413
lime wedges,white sugar,882,894,2,0.00226757,0.00223714,0.0011274,0.15358119
low sodium chicken broth,spring onions,654,752,2,0.0030581,0.00265957,0.0014245,0.2462343
low sodium chicken broth,white wine vinegar,654,665,2,0.0030581,0.00300752,0.0015186,0.27844841
low sodium soy sauce,plum tomatoes,730,701,2,0.00273973,0.00285307,0.00139958,0.23664823
low sodium soy sauce,rosemary,730,1055,2,0.00273973,0.00189573,0.0011217,0.1572421
low sodium soy sauce,salsa,730,1352,2,0.00273973,0.00147929,0.00096154,0.12270001
low sodium soy sauce,spring onions,730,752,2,0.00273973,0.00265957,0.00135135,0.22059895
low sodium soy sauce,sweet onion,730,594,2,0.00273973,0.003367,0.00151286,0.27927679
low sodium soy sauce,thyme leaves,730,527,2,0.00273973,0.00379507,0.00159363,0.31478256
low sodium soy sauce,tomato sauce,730,1168,2,0.00273973,0.00171233,0.00105485,0.14202946
mango,mushroom,531,1247,2,0.00376648,0.00160385,0.00112613,0.18288714
mango,pork,531,1109,2,0.00376648,0.00180343,0.001221,0.20564496
mango,vanilla,531,1041,2,0.00376648,0.00192123,0.00127389,0.21907806
mango,vegetable broth,531,631,2,0.00376648,0.00316957,0.00172414,0.36142673
mango,white wine,531,609,2,0.00376648,0.00328407,0.00175747,0.37448319
mango,yellow onion,531,2303,2,0.00376648,0.00086843,0.00070621,0.09902747
maple syrup,mayonnaise,776,1751,2,0.00257732,0.0011422,0.00079208,0.08912433
maple syrup,pasta,776,2765,2,0.00257732,0.00072333,0.00056513,0.05644004
maple syrup,plum tomatoes,776,701,2,0.00257732,0.00285307,0.00135593,0.22262012
maple syrup,potato,776,1260,2,0.00257732,0.0015873,0.00098328,0.12385452
maple syrup,shaoxing wine,776,632,2,0.00257732,0.00316456,0.00142248,0.24692516
maple syrup,spinach,776,1122,2,0.00257732,0.00178253,0.00105485,0.13908797
maple syrup,thyme leaves,776,527,2,0.00257732,0.00379507,0.00153728,0.29612277
mayonnaise,shaoxing wine,1751,632,2,0.0011422,0.00316456,0.00083998,0.10943114
mayonnaise,warm water,1751,681,2,0.0011422,0.00293686,0.00082305,0.10155724
milk,shaoxing wine,3433,632,2,0.00058258,0.00316456,0.00049225,0.0558153
mint,salsa,1236,1352,2,0.00161812,0.00147929,0.0007734,0.07246845
mint,vanilla,1236,1041,2,0.00161812,0.00192123,0.00087912,0.09411849
mint leaves,mirin,550,1013,2,0.00363636,0.00197433,0.00128123,0.21735619
mint leaves,mushroom,550,1247,2,0.00363636,0.00160385,0.00111421,0.17656922
mint leaves,onion powder,550,1028,2,0.00363636,0.00194553,0.00126904,0.21418465
mint leaves,rosemary,550,1055,2,0.00363636,0.00189573,0.00124766,0.20870315
mint leaves,vanilla,550,1041,2,0.00363636,0.00192123,0.00125865,0.21150991
mint leaves,vanilla extract,550,2397,2,0.00363636,0.00083438,0.00067912,0.09185725
mirin,onion powder,1013,1028,2,0.00197433,0.00194553,0.00098087,0.11628979
mirin,sweet onion,1013,594,2,0.00197433,0.003367,0.00124611,0.20125573
mushroom,mustard seeds,1247,583,2,0.00160385,0.00343053,0.00109409,0.16657474
mushroom,white wine vinegar,1247,665,2,0.00160385,0.00300752,0.00104712,0.14603469
mushroom,yoghurt,1247,506,2,0.00160385,0.00395257,0.0011422,0.19192307
mustard seeds,roma tomatoes,583,594,2,0.00343053,0.003367,0.00170213,0.34969478
mustard seeds,rosemary,583,1055,2,0.00343053,0.00189573,0.00122249,0.19688976
mustard seeds,smoked paprika,583,961,2,0.00343053,0.00208117,0.00129702,0.21614849
mustard seeds,sour cream,583,2201,2,0.00343053,0.00090868,0.00071891,0.09437469
mustard seeds,soy sauce,583,5367,2,0.00343053,0.00037265,0.00033625,0.03870294
mustard seeds,white wine,583,609,2,0.00343053,0.00328407,0.00168067,0.3410816
nutmeg,peanut oil,649,930,2,0.00308166,0.00215054,0.00126823,0.20063953
nutmeg,peanuts,649,1024,2,0.00308166,0.00195312,0.00119689,0.18222145
nutmeg,plum tomatoes,649,701,2,0.00308166,0.00285307,0.00148368,0.26618368
nutmeg,rice vinegar,649,2142,2,0.00308166,0.00093371,0.0007171,0.0871124
nutmeg,sake,649,668,2,0.00308166,0.00299401,0.00152091,0.27933347
nutmeg,sesame oil,649,2978,2,0.00308166,0.00067159,0.00055172,0.06265774
nutmeg,shaoxing wine,649,632,2,0.00308166,0.00316456,0.00156372,0.29524488
oil,pecans,3310,534,2,0.00060423,0.00374532,0.00052056,0.0685133
onion powder,pecans,1028,534,2,0.00194553,0.00374532,0.00128205,0.22060217
onion powder,vanilla extract,1028,2397,2,0.00194553,0.00083438,0.00058428,0.04914541
orange,plum tomatoes,476,701,2,0.00420168,0.00285307,0.00170213,0.36292691
orange,roma tomatoes,476,594,2,0.00420168,0.003367,0.00187266,0.42830263
orange,white wine vinegar,476,665,2,0.00420168,0.00300752,0.00175593,0.38257408
orange juice,pasta,796,2765,2,0.00251256,0.00072333,0.00056196,0.05502195
orange juice,spring onions,796,752,2,0.00251256,0.00265957,0.00129366,0.20230808
